100000002342,02342,12342,Computer Science2342,-52342,includes2342,2342,Data Structures2342,-52342,100000002342,2342,
100000002342,02342,12342,Computer Science2342,-52342,includes2342,2342,Algorithm2342,-52342,100000002342,2342,
100000002342,02342,12342,Computer Science2342,-52342,includes2342,2342,Programming Language2342,-52342,100000002342,2342,
100000002342,02342,12342,Computer Science2342,-52342,includes2342,2342,Artificial Intelligence2342,-52342,100000002342,2342,
100000002342,02342,12342,Computer Science2342,-52342,includes2342,2342,Machine Learning2342,-52342,100000002342,2342,
100000002342,02342,12342,Computer Science2342,-52342,includes2342,2342,Operating System2342,-52342,100000002342,2342,
100000002342,02342,12342,Computer Science2342,-52342,includes2342,2342,Database System2342,-52342,100000002342,2342,
100000002342,02342,12342,Computer Science2342,-52342,includes2342,2342,Computer Networks2342,-52342,100000002342,2342,
100000002342,02342,12342,Computer Science2342,-52342,includes2342,2342,Cyber Security2342,-52342,100000002342,2342,
1000002342,02342,12342,Computer Science_Programming Language2342,-52342,includes2342,2342,C2342,-52342,100000002342,2342,
1000002342,02342,12342,Computer Science_Programming Language2342,-52342,includes2342,2342,Lisp2342,-52342,100000002342,2342,
1000002342,02342,12342,Computer Science_Programming Language2342,-52342,includes2342,2342,C++2342,-52342,100000002342,2342,
1000002342,02342,12342,Computer Science_Programming Language2342,-52342,includes2342,2342,Python2342,-52342,100000002342,2342,
1000002342,02342,12342,Computer Science_Programming Language2342,-52342,includes2342,2342,JavaScript2342,-52342,100000002342,2342,
1000002342,02342,12342,Computer Science_Programming Language2342,-52342,includes2342,2342,PHP2342,-52342,100000002342,2342,
1000002342,02342,12342,Computer Science_Programming Language2342,-52342,includes2342,2342,R2342,-52342,100000002342,2342,
1000002342,02342,12342,Computer Science_Programming Language2342,-52342,includes2342,2342,SQL2342,-52342,100000002342,2342,
1000002342,02342,12342,Computer Science_Programming Language2342,-52342,includes2342,2342,HTML2342,-52342,100000002342,2342,
1000002342,02342,12342,Computer Science_Programming Language2342,-52342,includes2342,2342,CSS2342,-52342,100000002342,2342,
1000002342,02342,12342,Computer Science_Programming Language2342,-52342,includes2342,2342,Ruby2342,-52342,100000002342,2342,
